jd,filter,fnu,efnu,flam,eflam,mag,emag,corrmag,date,wave,Llambda,Llambda_unc,mjd,tmax_of,absmag,eabsmag,redshift
2459684.849,r,6.17E-05,-6.31E-06,4.66E-17,-4.77E-18,19.42444643,0.117191383,19.42444643,2022 4 15,6300,1.17E+38,-1.20E+37,59684.34876,9.3487616,-16.38228716,0.117191383,0.033
2459684.899,r,6.98E-05,-6.14E-06,5.28E-17,-4.64E-18,19.29054748,0.099976752,19.29054748,2022 4 15,6300,1.33E+38,-1.17E+37,59684.39947,9.3994676,-16.5161861,0.099976752,0.033
2459684.9,r,6.52E-05,-5.58E-06,4.93E-17,-4.22E-18,19.36410826,0.097126037,19.36410826,2022 4 15,6300,1.24E+38,-1.06E+37,59684.39994,9.3999421,-16.44262533,0.097126037,0.033
2459684.935,r,6.57E-05,-7.67E-06,4.96E-17,-5.79E-18,19.35681014,0.134777107,19.35681014,2022 4 15,6300,1.25E+38,-1.46E+37,59684.43453,9.4345255,-16.44992344,0.134777107,0.033
2459684.97,g,5.33E-05,-6.97E-06,6.94E-17,-9.07E-18,19.58347556,0.152092625,19.58347556,2022 4 15,4800,1.74E+38,-2.28E+37,59684.4701,9.4701042,-16.22325802,0.152092625,0.033
2459684.971,g,5.91E-05,-9.55E-06,7.69E-17,-1.24E-17,19.4714336,0.191398493,19.4714336,2022 4 15,4800,1.93E+38,-3.12E+37,59684.47058,9.4705787,-16.33529999,0.191398493,0.033
2459685.686,g,3.65E-05,-9.59E-06,4.75E-17,-1.25E-17,19.99429033,0.331068604,19.99429033,2022 4 16,4800,1.19E+38,-3.14E+37,59685.18646,10.1864583,-15.81244326,0.331068604,0.033
2459685.728,r,7.53E-05,-7.62E-06,5.70E-17,-5.76E-18,19.20736155,0.115814045,19.20736155,2022 4 16,6300,1.43E+38,-1.45E+37,59685.22801,10.2280093,-16.59937204,0.115814045,0.033
2459685.735,r,7.04E-05,-6.66E-06,5.33E-17,-5.04E-18,19.280365,0.107864801,19.280365,2022 4 16,6300,1.34E+38,-1.27E+37,59685.23468,10.2346759,-16.52636859,0.107864801,0.033
2459685.808,i,5.80E-05,-1.03E-05,2.86E-17,-5.07E-18,19.49076877,0.211680269,19.49076877,2022 4 16,7800,7.19E+37,-1.27E+37,59685.30821,10.308206,-16.31596482,0.211680269,0.033
2459685.833,g,6.44E-05,-1.01E-05,8.38E-17,-1.32E-17,19.37797344,0.185409152,19.37797344,2022 4 16,4800,2.11E+38,-3.31E+37,59685.33303,10.3330324,-16.42876014,0.185409152,0.033
2459685.842,r,7.08E-05,-5.65E-06,5.35E-17,-4.27E-18,19.27478064,0.090280065,19.27478064,2022 4 16,6300,1.34E+38,-1.07E+37,59685.34212,10.3421181,-16.53195295,0.090280065,0.033
2459685.872,r,6.40E-05,-9.63E-06,4.84E-17,-7.28E-18,19.38451686,0.176934803,19.38451686,2022 4 16,6300,1.22E+38,-1.83E+37,59685.37221,10.3722106,-16.42221673,0.176934803,0.033
2459686.903,r,6.28E-05,-1.00E-05,4.75E-17,-7.59E-18,19.40527073,0.18917001,19.40527073,2022 4 17,6300,1.19E+38,-1.91E+37,59686.40299,11.4029861,-16.40146286,0.18917001,0.033
2459686.904,r,5.99E-05,-9.35E-06,4.53E-17,-7.07E-18,19.45691319,0.184325143,19.45691319,2022 4 17,6300,1.14E+38,-1.78E+37,59686.40392,11.4039236,-16.34982039,0.184325143,0.033
2459687.834,i,7.24E-05,-8.52E-06,3.57E-17,-4.20E-18,19.25141214,0.136019944,19.25141214,2022 4 18,7800,8.96E+37,-1.06E+37,59687.33358,12.3335764,-16.55532145,0.136019944,0.033
2459687.841,r,7.30E-05,-5.95E-06,5.52E-17,-4.50E-18,19.24206237,0.092358857,19.24206237,2022 4 18,6300,1.39E+38,-1.13E+37,59687.34054,12.340544,-16.56467122,0.092358857,0.033
2459687.842,r,7.77E-05,-7.03E-06,5.87E-17,-5.31E-18,19.17384168,0.102916277,19.17384168,2022 4 18,6300,1.48E+38,-1.33E+37,59687.34154,12.3415394,-16.6328919,0.102916277,0.033
2459687.883,r,7.32E-05,-5.18E-06,5.54E-17,-3.91E-18,19.23836126,0.079585683,19.23836126,2022 4 18,6300,1.39E+38,-9.83E+36,59687.38332,12.3833218,-16.56837233,0.079585683,0.033
2459687.884,r,6.16E-05,-6.11E-06,4.66E-17,-4.62E-18,19.42584602,0.113376346,19.42584602,2022 4 18,6300,1.17E+38,-1.16E+37,59687.38427,12.3842708,-16.38088756,0.113376346,0.033
2459687.904,r,6.65E-05,-7.09E-06,5.03E-17,-5.36E-18,19.34241778,0.122385401,19.34241778,2022 4 18,6300,1.26E+38,-1.35E+37,59687.40442,12.4044213,-16.46431581,0.122385401,0.033
2459687.905,r,7.80E-05,-5.54E-06,5.89E-17,-4.19E-18,19.17032346,0.080080672,19.17032346,2022 4 18,6300,1.48E+38,-1.05E+37,59687.40537,12.4053704,-16.63641012,0.080080672,0.033
2459687.924,g,5.20E-05,-7.23E-06,6.78E-17,-9.41E-18,19.6091819,0.162348102,19.6091819,2022 4 18,4800,1.70E+38,-2.36E+37,59687.42446,12.424456,-16.19755169,0.162348102,0.033
2459687.958,g,6.95E-05,-8.31E-06,9.05E-17,-1.08E-17,19.29557651,0.138411072,19.29557651,2022 4 18,4800,2.27E+38,-2.72E+37,59687.45769,12.4576852,-16.51115708,0.138411072,0.033
2459688.768,g,5.88E-05,-5.79E-06,7.65E-17,-7.54E-18,19.47726308,0.112556489,19.47726308,2022 4 19,4800,1.92E+38,-1.89E+37,59688.26752,13.2675231,-16.32947051,0.112556489,0.033
2459688.768,g,4.52E-05,-7.97E-06,5.88E-17,-1.04E-17,19.76329397,0.210972676,19.76329397,2022 4 19,4800,1.48E+38,-2.61E+37,59688.26848,13.2684838,-16.04343961,0.210972676,0.033
2459688.819,r,6.44E-05,-6.16E-06,4.87E-17,-4.66E-18,19.37824054,0.109294564,19.37824054,2022 4 19,6300,1.22E+38,-1.17E+37,59688.31906,13.3190625,-16.42849304,0.109294564,0.033
2459688.845,r,7.06E-05,-6.34E-06,5.34E-17,-4.79E-18,19.27757162,0.102041434,19.27757162,2022 4 19,6300,1.34E+38,-1.20E+37,59688.34543,13.3454282,-16.52916197,0.102041434,0.033
2459688.889,r,8.65E-05,-7.61E-06,6.53E-17,-5.75E-18,19.0580631,0.100025318,19.0580631,2022 4 19,6300,1.64E+38,-1.44E+37,59688.38903,13.3890278,-16.74867049,0.100025318,0.033
2459689.766,r,6.40E-05,-5.52E-06,4.83E-17,-4.18E-18,19.38544966,0.098101323,19.38544966,2022 4 20,6300,1.21E+38,-1.05E+37,59689.26611,14.2661111,-16.42128393,0.098101323,0.033
2459689.767,r,7.59E-05,-5.61E-06,5.73E-17,-4.24E-18,19.20011747,0.083425856,19.20011747,2022 4 20,6300,1.44E+38,-1.07E+37,59689.26708,14.2670833,-16.60661612,0.083425856,0.033
2459689.787,g,4.44E-05,-5.90E-06,5.78E-17,-7.68E-18,19.78269416,0.1548433,19.78269416,2022 4 20,4800,1.45E+38,-1.93E+37,59689.28681,14.2868056,-16.02403942,0.1548433,0.033
2459689.898,r,6.94E-05,-7.26E-06,5.25E-17,-5.49E-18,19.29669182,0.119993526,19.29669182,2022 4 20,6300,1.32E+38,-1.38E+37,59689.39757,14.3975694,-16.51004177,0.119993526,0.033
2459689.936,r,6.38E-05,-6.75E-06,4.83E-17,-5.11E-18,19.38731994,0.121408366,19.38731994,2022 4 20,6300,1.21E+38,-1.28E+37,59689.43569,14.4356944,-16.41941365,0.121408366,0.033
2459690.744,r,6.54E-05,-3.94E-06,4.95E-17,-2.98E-18,19.36062229,0.067369606,19.36062229,2022 4 21,6300,1.24E+38,-7.48E+36,59690.24396,15.2439583,-16.44611129,0.067369606,0.033
2459690.787,g,4.10E-05,-2.82E-06,5.34E-17,-3.67E-18,19.86711102,0.077237478,19.86711102,2022 4 21,4800,1.34E+38,-9.22E+36,59690.28725,15.2872454,-15.93962257,0.077237478,0.033
2459690.807,g,4.33E-05,-3.62E-06,5.63E-17,-4.71E-18,19.81005094,0.094889678,19.81005094,2022 4 21,4800,1.41E+38,-1.18E+37,59690.30707,15.3070718,-15.99668265,0.094889678,0.033
2459690.808,g,4.43E-05,-3.03E-06,5.77E-17,-3.95E-18,19.78403852,0.077010017,19.78403852,2022 4 21,4800,1.45E+38,-9.92E+36,59690.30755,15.3075463,-16.02269506,0.077010017,0.033
2459690.808,g,5.11E-05,-3.37E-06,6.65E-17,-4.39E-18,19.62931173,0.074103481,19.62931173,2022 4 21,4800,1.67E+38,-1.10E+37,59690.30801,15.3080093,-16.17742186,0.074103481,0.033
2459690.825,r,7.35E-05,-3.94E-06,5.56E-17,-2.98E-18,19.23411265,0.059863398,19.23411265,2022 4 21,6300,1.40E+38,-7.49E+36,59690.3248,15.3248032,-16.57262094,0.059863398,0.033
2459690.825,r,6.93E-05,-4.48E-06,5.24E-17,-3.38E-18,19.29795626,0.072511833,19.29795626,2022 4 21,6300,1.32E+38,-8.50E+36,59690.32528,15.3252778,-16.50877732,0.072511833,0.033
2459690.844,r,7.63E-05,-4.47E-06,5.77E-17,-3.38E-18,19.19386193,0.065499976,19.19386193,2022 4 21,6300,1.45E+38,-8.48E+36,59690.34441,15.3444097,-16.61287165,0.065499976,0.033
2459690.846,r,7.48E-05,-4.16E-06,5.66E-17,-3.15E-18,19.2148928,0.062127586,19.2148928,2022 4 21,6300,1.42E+38,-7.90E+36,59690.34584,15.3458449,-16.59184079,0.062127586,0.033
2459690.884,i,5.63E-05,-8.28E-06,2.78E-17,-4.08E-18,19.52328009,0.172564892,19.52328009,2022 4 21,7800,6.98E+37,-1.03E+37,59690.38377,15.3837731,-16.28345349,0.172564892,0.033
2459690.913,i,6.61E-05,-6.76E-06,3.26E-17,-3.34E-18,19.34907326,0.117160188,19.34907326,2022 4 21,7800,8.19E+37,-8.38E+36,59690.41309,15.4130903,-16.45766032,0.117160188,0.033
2459690.944,g,4.69E-05,-5.08E-06,6.11E-17,-6.61E-18,19.72232744,0.124456449,19.72232744,2022 4 21,4800,1.53E+38,-1.66E+37,59690.44368,15.4436806,-16.08440615,0.124456449,0.033
2459690.944,g,3.91E-05,-4.67E-06,5.09E-17,-6.08E-18,19.92029456,0.138204404,19.92029456,2022 4 21,4800,1.28E+38,-1.53E+37,59690.44416,15.4441551,-15.88643903,0.138204404,0.033
2459690.967,r,7.68E-05,-5.06E-06,5.81E-17,-3.82E-18,19.18610866,0.073927736,19.18610866,2022 4 21,6300,1.46E+38,-9.60E+36,59690.46668,15.4666782,-16.62062492,0.073927736,0.033
2459693.76,r,5.96E-05,-4.01E-06,4.51E-17,-3.03E-18,19.4616398,0.075668571,19.4616398,2022 4 24,6300,1.13E+38,-7.62E+36,59693.26038,18.2603819,-16.34509379,0.075668571,0.033
2459693.761,r,7.39E-05,-3.76E-06,5.58E-17,-2.84E-18,19.22880704,0.056717132,19.22880704,2022 4 24,6300,1.40E+38,-7.14E+36,59693.26135,18.2613542,-16.57792654,0.056717132,0.033
2459693.804,r,7.60E-05,-3.92E-06,5.74E-17,-2.96E-18,19.19851265,0.057477054,19.19851265,2022 4 24,6300,1.44E+38,-7.44E+36,59693.30424,18.3042361,-16.60822094,0.057477054,0.033
2459693.805,r,6.83E-05,-5.07E-06,5.16E-17,-3.84E-18,19.31396148,0.083806392,19.31396148,2022 4 24,6300,1.30E+38,-9.63E+36,59693.30471,18.3047106,-16.4927721,0.083806392,0.033
2459693.849,g,4.25E-05,-3.28E-06,5.54E-17,-4.28E-18,19.82803874,0.08723372,19.82803874,2022 4 24,4800,1.39E+38,-1.07E+37,59693.34878,18.3487847,-15.97869485,0.08723372,0.033
2459693.849,g,3.64E-05,-3.93E-06,4.75E-17,-5.12E-18,19.99589902,0.123992598,19.99589902,2022 4 24,4800,1.19E+38,-1.29E+37,59693.34926,18.3492593,-15.81083456,0.123992598,0.033
2459693.871,i,7.31E-05,-8.13E-06,3.61E-17,-4.01E-18,19.23974067,0.127885569,19.23974067,2022 4 24,7800,9.06E+37,-1.01E+37,59693.37112,18.3711227,-16.56699292,0.127885569,0.033
2459693.895,i,5.62E-05,-5.72E-06,2.77E-17,-2.82E-18,19.52606234,0.116567493,19.52606234,2022 4 24,7800,6.96E+37,-7.09E+36,59693.39475,18.3947454,-16.28067125,0.116567493,0.033
2459693.943,g,3.61E-05,-3.89E-06,4.70E-17,-5.07E-18,20.00730219,0.123948565,20.00730219,2022 4 24,4800,1.18E+38,-1.27E+37,59693.44292,18.4429167,-15.79943139,0.123948565,0.033
2459693.968,g,4.61E-05,-5.79E-06,6.00E-17,-7.54E-18,19.74163683,0.145930889,19.74163683,2022 4 24,4800,1.51E+38,-1.90E+37,59693.46807,18.4680671,-16.06509675,0.145930889,0.033
2459694.743,r,6.20E-05,-4.08E-06,4.69E-17,-3.09E-18,19.41873529,0.073918099,19.41873529,2022 4 25,6300,1.18E+38,-7.75E+36,59694.24316,19.2431597,-16.3879983,0.073918099,0.033
2459694.781,r,7.06E-05,-3.54E-06,5.34E-17,-2.67E-18,19.27744312,0.055765131,19.27744312,2022 4 25,6300,1.34E+38,-6.72E+36,59694.28066,19.2806597,-16.52929046,0.055765131,0.033
2459694.784,r,6.59E-05,-3.28E-06,4.98E-17,-2.48E-18,19.35265882,0.055372681,19.35265882,2022 4 25,6300,1.25E+38,-6.22E+36,59694.28397,19.2839699,-16.45407476,0.055372681,0.033
2459694.808,r,6.36E-05,-3.48E-06,4.81E-17,-2.63E-18,19.39106645,0.061025679,19.39106645,2022 4 25,6300,1.21E+38,-6.60E+36,59694.30797,19.3079745,-16.41566713,0.061025679,0.033
